JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2435376.6	8.3			Vis.	SK								V				RX BOO		STD				
2435380.6	8.6			Vis.	OV								V				RX BOO		STD				
2435388.5	8.6			Vis.	AWC								V				RX BOO		STD				
2435391.6	8.6			Vis.	OV								V				RX BOO		STD				
2435436.9	8.5			Vis.	AWC								V				RX BOO		STD				
2435452.8	8.3			Vis.	SK								V				RX BOO		STD				
2435493.6	8.3			Vis.	OV								V				RX BOO		STD				
2435511.6	8.4			Vis.	OV								V				RX BOO		STD				
2435511.8	8.3			Vis.	SN								V				RX BOO		STD				
2435524.6	8.4			Vis.	OV								V				RX BOO		STD				
2435533.6	8.4			Vis.	OV								V				RX BOO		STD				
2435542.6	8.5			Vis.	OV								V				RX BOO		STD				
2435550.6	8.5			Vis.	OV								V				RX BOO		STD				
2435563.6	8.6			Vis.	OV								V				RX BOO		STD				
2435573.6	8.5			Vis.	OV								V				RX BOO		STD				
2435596.7	8.4			Vis.	OV								V				RX BOO		STD				
2435622.7	8.4			Vis.	OV								V				RX BOO		STD				
2435636.7	8.3			Vis.	OV								V				RX BOO		STD				
2435637.7	8.2			Vis.	SN								V				RX BOO		STD				
2435640.6	8.3			Vis.	AWC								V				RX BOO		STD				
2435650.6	8.3			Vis.	AWC								V				RX BOO		STD				
2435650.7	8.5			Vis.	OV								V				RX BOO		STD				
2435654.6	8.2			Vis.	AWC								V				RX BOO		STD				
2435683.7	8.5			Vis.	OV								V				RX BOO		STD				
2435694.7	8.6			Vis.	OV								V				RX BOO		STD				
2435710.7	8.5			Vis.	OV								V				RX BOO		STD				
2435725.6	8.7			Vis.	OV								V				RX BOO		STD				
2435741.6	8.5			Vis.	OV								V				RX BOO		STD				
2435748.6	8.5			Vis.	OV								V				RX BOO		STD				
2435756.6	8.5			Vis.	OV								V				RX BOO		STD				
2435842.0	8.6			Vis.	AWC								V				RX BOO		STD				
2435844.6	8.5			Vis.	OV								V				RX BOO		STD				
2435890.6	8.3			Vis.	OV								V				RX BOO		STD				
2435901.6	8.2			Vis.	OV								V				RX BOO		STD				
2435908.6	8.4			Vis.	OV								V				RX BOO		STD				
2435919.6	8.2			Vis.	OV								V				RX BOO		STD				
2435928.6	8.2			Vis.	OV								V				RX BOO		STD				
2435938.6	8.3			Vis.	OV								V				RX BOO		STD				
2435950.6	8.2			Vis.	OV								V				RX BOO		STD				
2435958.6	8.2			Vis.	OV								V				RX BOO		STD				
2435959.8	8.2			Vis.	AWC								V				RX BOO		STD				
2435965.7	8.0			Vis.	SN								V				RX BOO		STD				
2435966.6	8.0			Vis.	AWC								V				RX BOO		STD				
2435966.7	8.3			Vis.	OV								V				RX BOO		STD				
2435975.7	8.3			Vis.	OV								V				RX BOO		STD				
2435975.8	8.1			Vis.	AWC								V				RX BOO		STD				
2435980.6	8.2			Vis.	AWC								V				RX BOO		STD				
2435987.6	8.3			Vis.	AWC								V				RX BOO		STD				
2435987.7	8.3			Vis.	OV								V				RX BOO		STD				
2435999.7	8.3			Vis.	OV								V				RX BOO		STD				
2436019.7	8.3			Vis.	OV								V				RX BOO		STD				
2436034.7	8.4			Vis.	OV								V				RX BOO		STD				
2436044.7	8.4			Vis.	OV								V				RX BOO		STD				
2436048.39	7.8			Vis.	CC								V				RX BOO		STD				
2436052.7	8.4			Vis.	OV								V				RX BOO		STD				
2436063.7	8.5			Vis.	OV								V				RX BOO		STD				
2436073.7	8.4			Vis.	OV								V				RX BOO		STD				
2436087.6	8.3			Vis.	OV								V				RX BOO		STD				
2436101.6	8.5			Vis.	OV								V				RX BOO		STD				
2436108.6	8.4			Vis.	OV								V				RX BOO		STD				
2436124.6	8.3			Vis.	OV								V				RX BOO		STD				
2436132.6	8.4			Vis.	OV								V				RX BOO		STD				
2436140.6	8.4			Vis.	OV								V				RX BOO		STD				
2436194.6	8.1			Vis.	OV								V				RX BOO		STD				
2436249.6	8.4			Vis.	OV								V				RX BOO		STD				
2436257.6	8.5			Vis.	OV								V				RX BOO		STD				
2436271.6	8.4			Vis.	OV								V				RX BOO		STD				
2436284.6	8.5			Vis.	OV								V				RX BOO		STD				
2436291.6	8.5			Vis.	OV								V				RX BOO		STD				
2436303.6	8.5			Vis.	OV								V				RX BOO		STD				
2436312.6	8.4			Vis.	OV								V				RX BOO		STD				
2436319.6	8.5			Vis.	OV								V				RX BOO		STD				
2436336.7	8.4			Vis.	OV								V				RX BOO		STD				
2436353.7	8.4			Vis.	OV								V				RX BOO		STD				
2436401.7	8.7			Vis.	OV								V				RX BOO		STD				
2436414.7	8.6			Vis.	OV								V				RX BOO		STD				
2436427.7	8.6			Vis.	OV								V				RX BOO		STD				
2436434.7	8.7			Vis.	OV								V				RX BOO		STD				
2436449.6	8.7			Vis.	OV								V				RX BOO		STD				
2436459.6	8.3			Vis.	SK								V				RX BOO		STD				
2436470.6	8.6			Vis.	OV								V				RX BOO		STD				
2436482.6	8.3			Vis.	OV								V				RX BOO		STD				
2436483.6	7.9			Vis.	SK								V				RX BOO		STD				
2436490.6	8.3			Vis.	OV								V				RX BOO		STD				
2436586.6	8.7			Vis.	OV								V				RX BOO		STD				
2436600.6	8.6			Vis.	OV								V				RX BOO		STD				
2436644.6	8.4			Vis.	OV								V				RX BOO		STD				
2436663.6	8.4			Vis.	OV								V				RX BOO		STD				
2436673.6	8.3			Vis.	OV								V				RX BOO		STD				
2436693.7	8.3			Vis.	OV								V				RX BOO		STD				
2436713.7	8.4			Vis.	OV								V				RX BOO		STD				
2436735.7	8.4			Vis.	OV								V				RX BOO		STD				
2436753.7	8.5			Vis.	OV								V				RX BOO		STD				
2436783.7	8.1			Vis.	OV								V				RX BOO		STD				
2436806.7	8.0			Vis.	OV								V				RX BOO		STD				
2436824.6	8.1			Vis.	OV								V				RX BOO		STD				
2436854.6	8.2			Vis.	OV								V				RX BOO		STD				
2436861.6	8.3			Vis.	OV								V				RX BOO		STD				
2436875.6	8.2			Vis.	OV								V				RX BOO		STD				
2436934.6	8.1			Vis.	OV								V				RX BOO		STD				
2436957.6	8.0			Vis.	OV								V				RX BOO		STD				
2436992.6	8.2			Vis.	OV								V				RX BOO		STD				
2436999.6	8.2			Vis.	OV								V				RX BOO		STD				
2437013.6	8.2			Vis.	OV								V				RX BOO		STD				
2437020.6	8.3			Vis.	OV								V				RX BOO		STD				
2437042.6	8.3			Vis.	OV								V				RX BOO		STD				
2437054.6	8.2			Vis.	OV								V				RX BOO		STD				
2437061.7	8.2			Vis.	OV								V				RX BOO		STD				
2437079.7	8.2			Vis.	OV								V				RX BOO		STD				
2437104.7	7.9			Vis.	OV								V				RX BOO		STD				
2437112.7	7.8			Vis.	OV								V				RX BOO		STD				
2437131.7	7.8			Vis.	OV								V				RX BOO		STD				
2437141.7	7.9			Vis.	OV								V				RX BOO		STD				
2437171.7	8.1			Vis.	OV								V				RX BOO		STD				
2437180.6	8.3			Vis.	OV								V				RX BOO		STD				
2437188.6	8.4			Vis.	OV								V				RX BOO		STD				
2437217.6	8.3			Vis.	OV								V				RX BOO		STD				
2437229.6	8.3			Vis.	OV								V				RX BOO		STD				
2437369.6	8.3			Vis.	OV								V				RX BOO		STD				
2437376.6	8.1			Vis.	OV								V				RX BOO		STD				
2437484.7	8.3			Vis.	OV								V				RX BOO		STD				
2437522.7	8.3			Vis.	OV								V				RX BOO		STD				
2437706.6	8.1			Vis.	OV								V				RX BOO		STD				
2437727.6	8.3			Vis.	OV								V				RX BOO		STD				
2437741.6	7.7			Vis.	OV								V				RX BOO		STD				
2437764.6	8.4			Vis.	OV								V				RX BOO		STD				
2437778.6	8.4			Vis.	OV								V				RX BOO		STD				
2437790.6	8.3			Vis.	OV								V				RX BOO		STD				
2437811.6	8.3			Vis.	OV								V				RX BOO		STD				
2437824.6	8.2			Vis.	OV								V				RX BOO		STD				
2437844.6	8.3			Vis.	OV								V				RX BOO		STD				
2437855.6	8.3			Vis.	OV								V				RX BOO		STD				
2437865.6	8.3			Vis.	OV								V				RX BOO		STD				
2437873.6	8.4			Vis.	OV								V				RX BOO		STD				
2437879.6	8.3			Vis.	OV								V				RX BOO		STD				
2437923.6	8.3			Vis.	OV								V				RX BOO		STD				
2437938.6	8.4			Vis.	OV								V				RX BOO		STD				
2437957.6	8.3			Vis.	OV								V				RX BOO		STD				
2438112.6	8.2			Vis.	OV								V				RX BOO		STD				
2438133.6	8.2			Vis.	OV								V				RX BOO		STD				
2438142.6	8.4			Vis.	OV								V				RX BOO		STD				
2438173.6	8.5			Vis.	OV								V				RX BOO		STD				
2438204.6	8.5			Vis.	OV								V				RX BOO		STD				
2438214.6	8.5			Vis.	OV								V				RX BOO		STD				
2438222.6	8.6			Vis.	OV								V				RX BOO		STD				
2438241.6	8.5			Vis.	OV								V				RX BOO		STD				
2438252.6	8.4			Vis.	OV								V				RX BOO		STD				
2438260.6	8.2			Vis.	OV								V				RX BOO		STD				
2438266.6	8.2			Vis.	OV								V				RX BOO		STD				
2438283.6	7.9			Vis.	OV								V				RX BOO		STD				
2438297.6	8.0			Vis.	OV								V				RX BOO		STD				
2438307.6	7.9			Vis.	OV								V				RX BOO		STD				
2438420.6	8.0			Vis.	OV								V				RX BOO		STD				
2438427.9	8.5			Vis.	CR								V				RX BOO		STD				
2438440.6	8.1			Vis.	OV								V				RX BOO		STD				
2438460.6	8.1			Vis.	OV								V				RX BOO		STD				
2438466.6	8.2			Vis.	OV								V				RX BOO		STD				
2438478.6	8.2			Vis.	OV								V				RX BOO		STD				
2438486.6	7.8			Vis.	DOK								V				RX BOO		STD				
2438489.6	8.5			Vis.	OV								V				RX BOO		STD				
2438494.6	9.2			Vis.	KD								V				RX BOO		STD				
2438496.6	8.0			Vis.	DOK								V				RX BOO		STD				
2438502.6	8.5			Vis.	OV								V				RX BOO		STD				
2438502.8	8.9			Vis.	HR								V				RX BOO		STD				
2438517.7	8.3			Vis.	DOK								V				RX BOO		STD				
2438521.6	8.8			Vis.	OV								V				RX BOO		STD				
2438526.7	8.5			Vis.	DOK								V				RX BOO		STD				
2438534.7	7.7			Vis.	FZS								V				RX BOO		STD				
2438545.6	8.6			Vis.	OV								V				RX BOO		STD				
2438545.7	8.6			Vis.	DOK								V				RX BOO		STD				
2438552.7	8.6			Vis.	DOK								V				RX BOO		STD				
2438557.6	8.6			Vis.	OV								V				RX BOO		STD				
2438559.6	8.6			Vis.	DOK								V				RX BOO		STD				
2438563.7	8.2			Vis.	CD								V				RX BOO		STD				
2438572.6	8.6			Vis.	OV								V				RX BOO		STD				
2438574.7	8.6			Vis.	DOK								V				RX BOO		STD				
2438582.6	8.4			Vis.	OV								V				RX BOO		STD				
2438582.7	8.5			Vis.	CD								V				RX BOO		STD				
2438583.6	8.6			Vis.	DOK								V				RX BOO		STD				
2438592.8	8.5			Vis.	CR								V				RX BOO		STD				
2438608.7	7.7			Vis.	CD								V				RX BOO		STD				
2438613.6	8.4			Vis.	OV								V				RX BOO		STD				
2438614.6	8.2			Vis.	DOK								V				RX BOO		STD				
2438621.6	8.1			Vis.	OV								V				RX BOO		STD				
2438634.6	8.2			Vis.	OV								V				RX BOO		STD				
2438640.6	8.1			Vis.	OV								V				RX BOO		STD				
2438663.6	7.7			Vis.	BRJ								V				RX BOO		STD				
2438663.6	7.9			Vis.	OV								V				RX BOO		STD				
2438672.6	7.6			Vis.	BJE								V				RX BOO		STD				
2438691.6	6.9			Vis.	BJE								V				RX BOO		STD				
2438767.0	7.8			Vis.	AC								V				RX BOO		STD				
2438820.7	8.2			Vis.	BRJ								V				RX BOO		STD				
2438823.7	8.0			Vis.	LK								V				RX BOO		STD				
2438833.6	8.4			Vis.	OV								V				RX BOO		STD				
2438833.7	8.6			Vis.	BRJ								V				RX BOO		STD				
2438842.6	8.4			Vis.	OV								V				RX BOO		STD				
2438847.7	8.7			Vis.	BRJ								V				RX BOO		STD				
2438851.6	8.4			Vis.	OV								V				RX BOO		STD				
2438854.8	8.3			Vis.	DOK								V				RX BOO		STD				
2438856.6	8.6			Vis.	BRJ								V				RX BOO		STD				
2438879.7	7.9			Vis.	HR								V				RX BOO		STD				
2438880.6	8.2			Vis.	BRJ								V				RX BOO		STD				
2438899.6	8.5			Vis.	BRJ								V				RX BOO		STD				
2438909.6	8.6			Vis.	HR								V				RX BOO		STD				
2438911.7	8.0			Vis.	BJE								V				RX BOO		STD				
2438912.6	8.0			Vis.	BRJ								V				RX BOO		STD				
2438912.6	8.2			Vis.	OV								V				RX BOO		STD				
2438919.9	7.9			Vis.	ROH								V				RX BOO		STD				
2438923.6	8.1			Vis.	BRJ								V				RX BOO		STD				
2438928.7	7.7			Vis.	AC								V				RX BOO		STD				
2438929.6	9.0			Vis.	AD								V				RX BOO		STD				
2438930.6	8.2			Vis.	DOK								V				RX BOO		STD				
2438930.6	8.6			Vis.	HR								V				RX BOO		STD				
2438933.85	8.0			Vis.	ROH								V				RX BOO		STD				
2438937.6	8.3			Vis.	BRJ								V				RX BOO		STD				
2438937.6	8.4			Vis.	OV								V				RX BOO		STD				
2438942.7	8.3			Vis.	KRS								V				RX BOO		STD				
2438943.7	8.7			Vis.	HR								V				RX BOO		STD				
2438944.7	7.3			Vis.	KRS								V				RX BOO		STD				
2438948.6	8.3			Vis.	BRJ								V				RX BOO		STD				
2438953.7	8.8			Vis.	CR								V				RX BOO		STD				
2438954.7	7.6			Vis.	AC								V				RX BOO		STD				
2438957.5	8.0			Vis.	LK								V				RX BOO		STD				
2438958.6	8.3			Vis.	BRJ								V				RX BOO		STD				
2438959.7	8.2			Vis.	BJE								V				RX BOO		STD				
2438963.6	8.4			Vis.	OV								V				RX BOO		STD				
2438967.7	8.8			Vis.	HR								V				RX BOO		STD				
2438971.6	8.2			Vis.	BRJ								V				RX BOO		STD				
2438971.7	7.1			Vis.	KRS								V				RX BOO		STD				
2438973.7	7.5			Vis.	BJE								V				RX BOO		STD				
2438973.731	7.3			Vis.	BDV								V				RX BOO		STD				
2438975.6	8.3			Vis.	KRS								V				RX BOO		STD				
2438978.5	8.4			Vis.	LK								V				RX BOO		STD				
2438984.6	8.2			Vis.	BRJ								V				RX BOO		STD				
2438986.7	7.5			Vis.	AC								V				RX BOO		STD				
2438993.6	8.3			Vis.	OV								V				RX BOO		STD				
2438996.6	8.2			Vis.	BRJ								V				RX BOO		STD				
2439000.6	8.3			Vis.	OV								V				RX BOO		STD				
2439001.7	7.7			Vis.	BJE								V				RX BOO		STD				
2439006.6	8.2			Vis.	BRJ								V				RX BOO		STD				
2439017.6	7.8			Vis.	KRS								V				RX BOO		STD				
2439029.6	8.0			Vis.	BRJ								V				RX BOO		STD				
2439029.6	8.1			Vis.	OV								V				RX BOO		STD				
2439035.6	8.2			Vis.	KRS								V				RX BOO		STD				
2439036.6	8.1			Vis.	OV								V				RX BOO		STD				
2439051.6	8.1			Vis.	OV								V				RX BOO		STD				
2439066.5	8.3			Vis.	KRS								V				RX BOO		STD				
2439129.9	7.8			Vis.	KRS								V				RX BOO		STD				
2439130.5	7.9			Vis.	LK								V				RX BOO		STD				
2439141.8	8.2			Vis.	SCD								V				RX BOO		STD				
2439168.7	8.5			Vis.	SCD								V				RX BOO		STD				
2439168.8	7.7			Vis.	KRS								V				RX BOO		STD				
2439177.8	8.6			Vis.	BRJ								V				RX BOO		STD				
2439178.6	8.2			Vis.	OV								V				RX BOO		STD				
2439200.7	8.7			Vis.	BRJ								V				RX BOO		STD				
2439200.8	9.0			Vis.	CR								V				RX BOO		STD				
2439201.6	8.2			Vis.	OV								V				RX BOO		STD				
2439203.8	7.8			Vis.	KRS								V				RX BOO		STD				
2439210.6	8.3			Vis.	BRJ								V				RX BOO		STD				
2439210.6	8.3			Vis.	OV								V				RX BOO		STD				
2439210.6	7.9			Vis.	SCD								V				RX BOO		STD				
2439224.6	8.6			Vis.	BRJ								V				RX BOO		STD				
2439224.6	8.3			Vis.	OV								V				RX BOO		STD				
2439228.4	8.0			Vis.	LK								V				RX BOO		STD				
2439228.5	8.2			Vis.	SCD								V				RX BOO		STD				
2439228.6	8.3			Vis.	KRS								V				RX BOO		STD				
2439228.7	7.6			Vis.	BJE								V				RX BOO		STD				
2439230.7	8.3			Vis.	CR								V				RX BOO		STD				
2439240.7	7.8			Vis.	BJE								V				RX BOO		STD				
2439241.6	7.9			Vis.	MOR								V				RX BOO		STD				
2439241.6	8.2			Vis.	OV								V				RX BOO		STD				
2439244.7	8.0			Vis.	AC								V				RX BOO		STD				
2439250.6	8.3			Vis.	BR								V				RX BOO		STD				
2439251.7	8.1			Vis.	KRS								V				RX BOO		STD				
2439252.6	8.3			Vis.	MOR								V				RX BOO		STD				
2439252.6	8.3			Vis.	OV								V				RX BOO		STD				
2439256.7	8.4			Vis.	BZC								V				RX BOO		STD				
2439257.7	8.3			Vis.	HR								V				RX BOO		STD				
2439261.6	8.5			Vis.	BR								V				RX BOO		STD				
2439261.6	8.2			Vis.	OV								V				RX BOO		STD				
2439267.6	7.7			Vis.	AC								V				RX BOO		STD				
2439268.4	7.9			Vis.	LK								V				RX BOO		STD				
2439268.6	8.2			Vis.	OV								V				RX BOO		STD				
2439276.6	8.3			Vis.	BR								V				RX BOO		STD				
2439276.7	8.9			Vis.	BZC								V				RX BOO		STD				
2439281.6	7.5			Vis.	KTR								V				RX BOO		STD				
2439282.7	9.0			Vis.	BZC								V				RX BOO		STD				
2439283.7	8.3			Vis.	KRS								V				RX BOO		STD				
2439285.5	8.1			Vis.	LK								V				RX BOO		STD				
2439289.6	8.0			Vis.	MOR								V				RX BOO		STD				
2439291.7	8.0			Vis.	SCD								V				RX BOO		STD				
2439292.6	8.2			Vis.	BRJ								V				RX BOO		STD				
2439292.6	9.2			Vis.	BZC								V				RX BOO		STD				
2439292.6	8.2			Vis.	OV								V				RX BOO		STD				
2439296.5	8.4			Vis.	LK								V				RX BOO		STD				
2439297.6	9.0			Vis.	BZC								V				RX BOO		STD				
2439298.6	8.4			Vis.	MOR								V				RX BOO		STD				
2439300.7	7.4			Vis.	KRS								V				RX BOO		STD				
2439305.6	8.3			Vis.	OV								V				RX BOO		STD				
2439306.6	8.4			Vis.	BRJ								V				RX BOO		STD				
2439307.6	9.0			Vis.	BZC								V				RX BOO		STD				
2439308.7	7.9			Vis.	KRS								V				RX BOO		STD				
2439312.7	7.6			Vis.	AC								V				RX BOO		STD				
2439312.8	8.8			Vis.	CR								V				RX BOO		STD				
2439314.6	8.5			Vis.	OV								V				RX BOO		STD				
2439316.6	8.3			Vis.	BRJ								V				RX BOO		STD				
2439317.6	7.8			Vis.	MOR								V				RX BOO		STD				
2439319.4	8.4			Vis.	LK								V				RX BOO		STD				
2439320.6	8.4			Vis.	OV								V				RX BOO		STD				
2439325.7	8.1			Vis.	SCD								V				RX BOO		STD				
2439327.6	7.9			Vis.	MOR								V				RX BOO		STD				
2439327.6	8.4			Vis.	OV								V				RX BOO		STD				
2439328.6	8.2			Vis.	BRJ								V				RX BOO		STD				
2439341.6	8.3			Vis.	BRJ								V				RX BOO		STD				
2439341.6	8.2			Vis.	MOR								V				RX BOO		STD				
2439341.6	8.3			Vis.	OV								V				RX BOO		STD				
2439341.7	8.2			Vis.	CR								V				RX BOO		STD				
2439349.6	7.9			Vis.	AC								V				RX BOO		STD				
2439351.6	8.4			Vis.	OV								V				RX BOO		STD				
2439352.6	8.0			Vis.	SCD								V				RX BOO		STD				
2439358.6	8.3			Vis.	BRJ								V				RX BOO		STD				
2439358.6	8.2			Vis.	OV								V				RX BOO		STD				
2439375.5	8.2			Vis.	BRJ								V				RX BOO		STD				
2439375.6	8.2			Vis.	OV								V				RX BOO		STD				
2439385.6	8.2			Vis.	OV								V				RX BOO		STD				
2439387.6	8.7			Vis.	SCD								V				RX BOO		STD				
2439393.6	8.2			Vis.	OV								V				RX BOO		STD				
2439401.6	8.2			Vis.	OV								V				RX BOO		STD				
2439405.5	8.2			Vis.	BRJ								V				RX BOO		STD				
2439474.9	8.0			Vis.	KRS								V				RX BOO		STD				
2439484.9	7.7			Vis.	AC								V				RX BOO		STD				
2439506.9	7.8			Vis.	KRS								V				RX BOO		STD				
2439507.0	8.8			Vis.	CR								V				RX BOO		STD				
2439522.5	8.2			Vis.	LK								V				RX BOO		STD				
2439534.7	7.2			Vis.	BZC								V				RX BOO		STD				
2439542.4	8.0			Vis.	BX								V				RX BOO		STD				
2439544.7	7.3			Vis.	KRS								V				RX BOO		STD				
2439552.2	8.2			Vis.	BX								V				RX BOO		STD				
2439552.7	8.5			Vis.	AC								V				RX BOO		STD				
2439552.8	7.8			Vis.	BZC								V				RX BOO		STD				
2439557.7	8.5			Vis.	BRJ								V				RX BOO		STD				
2439560.3	8.4			Vis.	BX								V				RX BOO		STD				
2439565.7	7.5			Vis.	KRS								V				RX BOO		STD				
2439574.4	8.2			Vis.	LK								V				RX BOO		STD				
2439579.6	8.3			Vis.	OV								V				RX BOO		STD				
2439579.8	8.2			Vis.	BZC								V				RX BOO		STD				
2439581.8	8.5			Vis.	AC								V				RX BOO		STD				
2439588.7	7.9			Vis.	KRS								V				RX BOO		STD				
2439590.8	9.0			Vis.	CR								V				RX BOO		STD				
2439591.6	8.3			Vis.	BRJ								V				RX BOO		STD				
2439591.6	8.3			Vis.	OV								V				RX BOO		STD				
2439591.7	8.5			Vis.	AC								V				RX BOO		STD				
2439592.4	8.6			Vis.	LK								V				RX BOO		STD				
2439601.6	8.3			Vis.	OV								V				RX BOO		STD				
2439606.6	8.3			Vis.	BRJ								V				RX BOO		STD				
2439610.7	8.2			Vis.	BZC								V				RX BOO		STD				
2439611.6	8.4			Vis.	OV								V				RX BOO		STD				
2439612.6	7.9			Vis.	PPJ								V				RX BOO		STD				
2439613.7	8.2			Vis.	KRS								V				RX BOO		STD				
2439614.7	8.0			Vis.	AC								V				RX BOO		STD				
2439617.7	7.9			Vis.	PPJ								V				RX BOO		STD				
2439618.0	8.4			Vis.	HOH								V				RX BOO		STD				
2439621.6	8.7			Vis.	BRJ								V				RX BOO		STD				
2439623.6	7.8			Vis.	PPJ								V				RX BOO		STD				
2439624.6	7.8			Vis.	PPJ								V				RX BOO		STD				
2439626.7	7.8			Vis.	BBA								V				RX BOO		STD				
2439631.6	8.5			Vis.	BRJ								V				RX BOO		STD				
2439638.7	8.0			Vis.	PPJ								V				RX BOO		STD				
2439639.7	8.1			Vis.	PPJ								V				RX BOO		STD				
2439640.7	8.1			Vis.	PPJ								V				RX BOO		STD				
2439641.6	8.2			Vis.	OV								V				RX BOO		STD				
2439643.7	7.3			Vis.	KRS								V				RX BOO		STD				
2439659.8	8.0			Vis.	AC								V				RX BOO		STD				
2439668.6	8.2			Vis.	BRJ								V				RX BOO		STD				
2439674.8	7.3			Vis.	KRS								V				RX BOO		STD				
2439677.6	8.2			Vis.	BRJ								V				RX BOO		STD				
2439679.8	8.3			Vis.	CR								V				RX BOO		STD				
2439680.7	8.0			Vis.	BJE								V				RX BOO		STD				
2439681.7	7.9			Vis.	CK								V				RX BOO		STD				
2439695.7	7.7			Vis.	AC								V				RX BOO		STD				
2439697.7	7.8			Vis.	BJE								V				RX BOO		STD				
2439698.6	8.2			Vis.	BRJ								V				RX BOO		STD				
2439698.6	8.2			Vis.	OV								V				RX BOO		STD				
2439706.7	7.4			Vis.	KRS								V				RX BOO		STD				
2439709.6	8.3			Vis.	BRJ								V				RX BOO		STD				
2439709.8	8.5			Vis.	CR								V				RX BOO		STD				
2439715.7	7.6			Vis.	BJE								V				RX BOO		STD				
2439717.6	8.2			Vis.	OV								V				RX BOO		STD				
2439722.6	7.9			Vis.	AC								V				RX BOO		STD				
2439732.6	8.0			Vis.	MOR								V				RX BOO		STD				
2439732.6	8.3			Vis.	OV								V				RX BOO		STD				
2439735.6	8.4			Vis.	BRJ								V				RX BOO		STD				
2439737.7	7.8			Vis.	BJE								V				RX BOO		STD				
2439738.6	7.8			Vis.	MOR								V				RX BOO		STD				
2439738.7	7.3			Vis.	KRS								V				RX BOO		STD				
2439741.6	8.3			Vis.	OV								V				RX BOO		STD				
2439745.6	8.3			Vis.	BRJ								V				RX BOO		STD				
2439748.6	8.3			Vis.	OV								V				RX BOO		STD				
2439758.5	8.5			Vis.	BRJ								V				RX BOO		STD				
2439760.6	8.2			Vis.	OV								V				RX BOO		STD				
2439770.7	7.6			Vis.	KRS								V				RX BOO		STD				
2439786.6	8.3			Vis.	OV								V				RX BOO		STD				
2439828.0	8.0			Vis.	AC								V				RX BOO		STD				
2439848.9	7.3			Vis.	KRS								V				RX BOO		STD				
2439879.8	7.5			Vis.	KRS								V				RX BOO		STD				
2439881.0	7.4			Vis.	LVT								V				RX BOO		STD				
2439890.9	7.8			Vis.	GAY								V				RX BOO		STD				
2439892.0	8.3			Vis.	LVT								V				RX BOO		STD				
2439898.8	7.3			Vis.	KRS								V				RX BOO		STD				
2439908.8	8.1			Vis.	AC								V				RX BOO		STD				
2439910.6	8.3			Vis.	OV								V				RX BOO		STD				
2439910.6	7.8			Vis.	SKR								V				RX BOO		STD				
2439910.9	8.0			Vis.	BBA								V				RX BOO		STD				
2439922.6	8.2			Vis.	OV								V				RX BOO		STD				
2439923.9	7.6			Vis.	LVT								V				RX BOO		STD				
2439927.6	7.4			Vis.	KRS								V				RX BOO		STD				
2439935.7	7.9			Vis.	SWR								V				RX BOO		STD				
2439939.6	8.4			Vis.	OV								V				RX BOO		STD				
2439944.7	7.7			Vis.	HR								V				RX BOO		STD				
2439946.6	8.5			Vis.	OV								V				RX BOO		STD				
